id,netuid,subnet_slug,subnet_name,kind,name,provider,authority,url,auth_required,public_safe,probe_status
bittensor-networks-docs,0,root,root,docs,Bittensor network endpoint docs,opentensor,official,https://docs.learnbittensor.org/concepts/bittensor-networks,false,true,
bittensor-subtensor-node-docs,0,root,root,docs,Bittensor Subtensor node docs,opentensor,official,https://docs.learnbittensor.org/subtensor-nodes,false,true,
bittensor-subtensor-source,0,root,root,source-repo,Subtensor source repository,opentensor,official,https://github.com/opentensor/subtensor,false,true,
bittensor-website,0,root,root,website,Bittensor website,opentensor,official,https://bittensor.com,false,true,
nodies-finney-rpc,0,root,root,subtensor-rpc,Nodies Finney HTTPS RPC,nodies,community,https://bittensor-public.nodies.app,true,false,
onfinality-finney-rpc,0,root,root,subtensor-rpc,OnFinality Finney HTTPS RPC,onfinality,provider-claimed,https://bittensor-finney.api.onfinality.io/public,false,true,
onfinality-finney-wss,0,root,root,subtensor-wss,OnFinality Finney WSS,onfinality,provider-claimed,wss://bittensor-finney.api.onfinality.io/public-ws,false,true,
opentensor-archive-rpc,0,root,root,subtensor-rpc,OpenTensor archive HTTPS RPC,opentensor,official,https://archive.chain.opentensor.ai,false,true,
opentensor-archive-wss,0,root,root,subtensor-wss,OpenTensor archive WSS,opentensor,official,wss://archive.chain.opentensor.ai:443,false,true,
opentensor-finney-rpc,0,root,root,subtensor-rpc,OpenTensor Finney HTTPS RPC,opentensor,official,https://entrypoint-finney.opentensor.ai,false,true,
opentensor-finney-wss,0,root,root,subtensor-wss,OpenTensor Finney WSS,opentensor,official,wss://entrypoint-finney.opentensor.ai:443,false,true,
opentensor-lite-rpc,0,root,root,subtensor-rpc,OpenTensor lite HTTPS RPC,opentensor,official,https://lite.chain.opentensor.ai,false,true,
opentensor-lite-wss,0,root,root,subtensor-wss,OpenTensor lite WSS,opentensor,official,wss://lite.chain.opentensor.ai:443,false,true,
sn-0-backprop-dashboard,0,root,root,dashboard,root Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/0-root,false,true,
sn-0-subnetradar-dashboard,0,root,root,dashboard,root SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/0,false,true,
sn-0-taomarketcap-dashboard,0,root,root,dashboard,root TaoMarketCap dashboard,taomarketcap,provider-claimed,https://taomarketcap.com/subnets/0,false,true,
sn-0-tensorplex-docs,0,root,root,docs,root Tensorplex subnet docs,tensorplex-subnet-docs,community,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/0,false,true,
sn-1-apex-docs,1,sn-1,Apex,docs,Apex docs,macrocosmos,official,https://docs.macrocosmos.ai/subnets/subnet-1-apex,false,true,
sn-1-apex-source,1,sn-1,Apex,source-repo,Apex source repository,macrocosmos,official,https://github.com/macrocosm-os/apex,false,true,
sn-1-apex-website,1,sn-1,Apex,website,Apex website,macrocosmos,official,https://apex.macrocosmos.ai/,false,true,
sn-1-backprop-dashboard,1,sn-1,Apex,dashboard,Apex Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/1-apex,false,true,
sn-1-subnetradar-dashboard,1,sn-1,Apex,dashboard,Apex SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/1,false,true,
sn-1-taomarketcap-dashboard,1,sn-1,Apex,dashboard,Apex TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/1,false,true,
sn-1-taopedia-article,1,sn-1,Apex,docs,Apex Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_1_apex/index.mdx,false,true,
sn-1-tensorplex-docs,1,sn-1,Apex,docs,Apex Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/1,false,true,
sn-1-website-link-apex-macrocosmos-ai-docs-3,1,sn-1,Apex,docs,Apex docs,macrocosmos,registry-observed,https://macrocosmos.ai/delegation-guide,false,true,
community-sn-2-sdk-pypi-org,2,dsperse,DSperse,sdk,DSperse community sdk,inference-labs,registry-observed,https://pypi.org/project/proof-of-weights,false,true,
community-sn-2-website-www-inferencelabs-com,2,dsperse,DSperse,website,Inference Labs (Subnet 2) website,inference-labs,registry-observed,https://www.inferencelabs.com/,false,true,
sn-2-backprop-dashboard,2,dsperse,DSperse,dashboard,DSperse Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/2-dsperse,false,true,
sn-2-dsperse-docs,2,dsperse,DSperse,docs,DSperse docs,inference-labs,official,https://sn2-docs.inferencelabs.com/,false,true,
sn-2-dsperse-source-repo,2,dsperse,DSperse,source-repo,DSperse source repository,inference-labs,official,https://github.com/inference-labs-inc/subnet-2,false,true,
sn-2-dsperse-website,2,dsperse,DSperse,website,DSperse website,inference-labs,official,https://subnet2.inferencelabs.com/,false,true,
sn-2-github-readme-inference-labs-inc-subnet-2-dashboard-2,2,dsperse,DSperse,dashboard,DSperse dashboard,inference-labs,registry-observed,https://sn2-stats.inferencelabs.com/,false,true,
sn-2-github-readme-inference-labs-inc-subnet-2-dashboard-3,2,dsperse,DSperse,dashboard,DSperse dashboard,inference-labs,registry-observed,https://wandb.ai/inferencelabs/subnet-2,false,true,
sn-2-taopedia-article,2,dsperse,DSperse,docs,DSperse Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_2/index.mdx,false,true,
sn-2-tensorplex-docs,2,dsperse,DSperse,docs,DSperse Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/2,false,true,
sn-3-backprop-dashboard,3,sn-3,Templar,dashboard,deprecated Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/3-deprecated,false,true,
sn-3-subnetradar-dashboard,3,sn-3,Templar,dashboard,deprecated SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/3,false,true,
sn-3-taomarketcap-dashboard,3,sn-3,Templar,dashboard,deprecated TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/3,false,true,
sn-3-taopedia-article,3,sn-3,Templar,docs,deprecated Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_3/index.mdx,false,true,
sn-3-templar-docs,3,sn-3,Templar,docs,Templar docs,one-covenant,provider-claimed,https://docs.tplr.ai/,false,true,
sn-3-templar-grafana,3,sn-3,Templar,dashboard,Templar Grafana dashboard,one-covenant,provider-claimed,https://grafana.tplr.ai/d/ceia6bwlwn8qof/eval-metrics,false,true,
sn-3-templar-source,3,sn-3,Templar,source-repo,Templar source repository,one-covenant,provider-claimed,https://github.com/one-covenant/templar,false,true,
sn-3-templar-wandb,3,sn-3,Templar,dashboard,Templar W&B dashboard,one-covenant,provider-claimed,https://wandb.ai/tplr/templar,false,true,
sn-3-templar-website,3,sn-3,Templar,website,Templar website,one-covenant,provider-claimed,https://www.tplr.ai/,false,true,
sn-3-tensorplex-docs,3,sn-3,Templar,docs,deprecated Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/3,false,true,
sn-4-backprop-dashboard,4,sn-4,Targon,dashboard,Targon Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/4-targon,false,true,
sn-4-subnetradar-dashboard,4,sn-4,Targon,dashboard,Targon SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/4,false,true,
sn-4-taomarketcap-dashboard,4,sn-4,Targon,dashboard,Targon TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/4,false,true,
sn-4-taopedia-article,4,sn-4,Targon,docs,Targon Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_4/index.mdx,false,true,
sn-4-targon-docs,4,sn-4,Targon,docs,Targon docs,targon,official,https://docs.targon.com/,false,true,
sn-4-targon-intel-whitepaper,4,sn-4,Targon,docs,Targon Intel whitepaper,targon,official,https://targon.com/releases/intel-whitepaper,false,true,
sn-4-targon-source,4,sn-4,Targon,source-repo,Targon source repository,targon,official,https://github.com/manifold-inc/targon,false,true,
sn-4-targon-website,4,sn-4,Targon,website,Targon website,targon,official,https://targon.com/,false,true,
sn-4-tensorplex-docs,4,sn-4,Targon,docs,Targon Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/4,false,true,
sn-4-tensorplex-hardware-docs,4,sn-4,Targon,docs,Targon hardware requirements,tensorplex-subnet-docs,registry-observed,https://github.com/manifold-inc/targon,false,true,
sn-5-backprop-dashboard,5,sn-5,Hone,dashboard,Hone Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/5-hone,false,true,
sn-5-hone-network,5,sn-5,Hone,dashboard,Hone network,hone,official,https://www.hone.training/network,false,true,
sn-5-hone-nodes,5,sn-5,Hone,dashboard,Hone nodes,hone,official,https://www.hone.training/nodes,false,true,
sn-5-hone-projects,5,sn-5,Hone,dashboard,Hone projects,hone,official,https://www.hone.training/projects,false,true,
sn-5-hone-source,5,sn-5,Hone,source-repo,Hone source repository,hone,official,https://github.com/manifold-inc/hone,false,true,
sn-5-hone-website,5,sn-5,Hone,website,Hone website,hone,official,https://www.hone.training/,false,true,
sn-5-subnetradar-dashboard,5,sn-5,Hone,dashboard,Hone SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/5,false,true,
sn-5-taomarketcap-dashboard,5,sn-5,Hone,dashboard,Hone TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/5,false,true,
sn-5-taopedia-article,5,sn-5,Hone,docs,Hone Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_5/index.mdx,false,true,
sn-5-tensorplex-docs,5,sn-5,Hone,docs,Hone Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/5,false,true,
sn-6-backprop-dashboard,6,numinous,Numinous,dashboard,Numinous Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/6-numinous,false,true,
sn-6-github-readme-numinouslabs-numinous-dashboard-1,6,numinous,Numinous,dashboard,Numinous dashboard,numinous,registry-observed,https://app.hex.tech/1644b22a-abe5-4113-9d5f-3ad05e4a8de7/app/Numinous-031erYRYSssIrH3W3KcyHg/latest,false,true,
sn-6-numinous-api-health,6,numinous,Numinous,subnet-api,Numinous API health,numinous,official,https://api.numinouslabs.io/api/health,false,true,
sn-6-numinous-leaderboard,6,numinous,Numinous,subnet-api,Numinous leaderboard API,numinous,official,https://api.numinouslabs.io/api/v1/leaderboard,false,true,
sn-6-numinous-openapi-schema,6,numinous,Numinous,openapi,Numinous OpenAPI schema,numinous,official,https://api.numinouslabs.io/api/openapi.json,false,true,
sn-6-numinous-source-repo,6,numinous,Numinous,source-repo,Numinous source repository,numinous,official,https://github.com/numinouslabs/numinous,false,true,
sn-6-numinous-swagger,6,numinous,Numinous,openapi,Numinous Swagger UI,numinous,official,https://api.numinouslabs.io/api/docs,false,true,
sn-6-numinous-website,6,numinous,Numinous,website,Numinous website,numinous,official,https://numinouslabs.io/,false,true,
sn-6-subnetradar-dashboard,6,numinous,Numinous,dashboard,Numinous SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/6,false,true,
sn-6-taopedia-article,6,numinous,Numinous,docs,Numinous Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_6/index.mdx,false,true,
sn-6-tensorplex-docs,6,numinous,Numinous,docs,Numinous Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/6,false,true,
allways-api-health,7,allways,Allways,subnet-api,Allways API health,allways,provider-claimed,https://api.all-ways.io/health,false,true,
allways-crown,7,allways,Allways,subnet-api,Allways crown,allways,provider-claimed,https://api.all-ways.io/crown,false,true,
allways-crown-history,7,allways,Allways,subnet-api,Allways crown history,allways,provider-claimed,https://api.all-ways.io/crown/history,false,true,
allways-docs,7,allways,Allways,docs,Allways docs,allways,provider-claimed,https://docs.all-ways.io/how-it-works.html,false,true,
allways-events-latest,7,allways,Allways,subnet-api,Allways latest events,allways,provider-claimed,https://api.all-ways.io/events/latest,false,true,
allways-miners,7,allways,Allways,subnet-api,Allways miners,allways,provider-claimed,https://api.all-ways.io/miners,false,true,
allways-miners-leaderboard,7,allways,Allways,subnet-api,Allways miners leaderboard,allways,provider-claimed,https://api.all-ways.io/miners/leaderboard,false,true,
allways-miners-reliability,7,allways,Allways,subnet-api,Allways miners reliability,allways,provider-claimed,https://api.all-ways.io/miners/reliability,false,true,
allways-network-overview,7,allways,Allways,subnet-api,Allways network overview,allways,provider-claimed,https://api.all-ways.io/network/overview,false,true,
allways-protocol-chain-state,7,allways,Allways,subnet-api,Allways protocol chain state,allways,provider-claimed,https://api.all-ways.io/protocol/chain-state,false,true,
allways-protocol-constants,7,allways,Allways,subnet-api,Allways protocol constants,allways,provider-claimed,https://api.all-ways.io/protocol/constants,false,true,
allways-source-repo,7,allways,Allways,source-repo,Allways source repository,allways,provider-claimed,https://github.com/entrius/allways,false,true,
allways-sse,7,allways,Allways,sse,Allways SSE stream,allways,provider-claimed,https://api.all-ways.io/sse,false,true,
allways-swagger,7,allways,Allways,openapi,Allways Swagger UI,allways,provider-claimed,https://api.all-ways.io/swagger,false,true,
allways-website,7,allways,Allways,website,Allways website,allways,provider-claimed,https://all-ways.io/,false,true,
community-sn-7-subnet-api-api-all-ways-io,7,allways,Allways,subnet-api,Allways swaps API,allways,registry-observed,https://api.all-ways.io/swaps,false,true,
sn-7-backprop-dashboard,7,allways,Allways,dashboard,Allways Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/7-allways,false,true,
sn-7-subnetradar-dashboard,7,allways,Allways,dashboard,Allways SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/7,false,true,
sn-7-taomarketcap-dashboard,7,allways,Allways,dashboard,Allways TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/7,false,true,
sn-7-taopedia-article,7,allways,Allways,docs,Allways Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_7/index.mdx,false,true,
sn-7-tensorplex-docs,7,allways,Allways,docs,Allways Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/7,false,true,
sn-7-website-common-docs,7,allways,Allways,docs,Allways docs,allways,registry-observed,https://all-ways.io/docs,false,true,
sn-8-backprop-dashboard,8,sn-8,Vanta,dashboard,Vanta Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/8-vanta,false,true,
sn-8-subnetradar-dashboard,8,sn-8,Vanta,dashboard,Vanta SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/8,false,true,
sn-8-taomarketcap-dashboard,8,sn-8,Vanta,dashboard,Vanta TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/8,false,true,
sn-8-taopedia-article,8,sn-8,Vanta,docs,Vanta Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_8/index.mdx,false,true,
sn-8-tensorplex-docs,8,sn-8,Vanta,docs,Vanta Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/8,false,true,
sn-8-vanta-dashboard,8,sn-8,Vanta,dashboard,Vanta dashboard,vanta,official,https://www.vantanetwork.io/dashboard,false,true,
sn-8-vanta-source,8,sn-8,Vanta,source-repo,Vanta Network source repository,vanta,official,https://github.com/taoshidev/vanta-network,false,true,
sn-8-vanta-tokenomics,8,sn-8,Vanta,docs,Vanta tokenomics,vanta,official,https://www.vantanetwork.io/tokenomics,false,true,
sn-8-vanta-transparency,8,sn-8,Vanta,docs,Vanta transparency,vanta,official,https://www.vantanetwork.io/transparency,false,true,
sn-8-vanta-website,8,sn-8,Vanta,website,Vanta Network website,vanta,official,https://www.vantanetwork.io/,false,true,
sn-9-backprop-dashboard,9,sn-9,iota,dashboard,iota Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/9-iota,false,true,
sn-9-iota-dashboard,9,sn-9,iota,dashboard,IOTA dashboard,macrocosmos,official,https://iota.macrocosmos.ai/dashboard/mainnet,false,true,
sn-9-iota-source,9,sn-9,iota,source-repo,IOTA source repository,macrocosmos,official,https://github.com/macrocosm-os/iota,false,true,
sn-9-iota-website,9,sn-9,iota,website,IOTA website,macrocosmos,official,https://iota.macrocosmos.ai/,false,true,
sn-9-subnetradar-dashboard,9,sn-9,iota,dashboard,iota SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/9,false,true,
sn-9-taopedia-article,9,sn-9,iota,docs,iota Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_9/index.mdx,false,true,
sn-9-tensorplex-docs,9,sn-9,iota,docs,iota Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/9,false,true,
sn-9-website-common-docs,9,sn-9,iota,docs,iota docs,macrocosmos,registry-observed,https://iota.macrocosmos.ai/docs,false,true,
sn-9-website-link-iota-macrocosmos-ai-docs-5,9,sn-9,iota,docs,iota docs,macrocosmos,registry-observed,https://docs.macrocosmos.ai/,false,true,
sn-10-backprop-dashboard,10,sn-10,Swap,dashboard,Swap Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/10-swap,false,true,
sn-10-subnetradar-dashboard,10,sn-10,Swap,dashboard,Swap SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/10,false,true,
sn-10-swap-source,10,sn-10,Swap,source-repo,Swap source repository,taofi,official,https://github.com/Swap-Subnet/swap-subnet,false,true,
sn-10-taofi-docs,10,sn-10,Swap,docs,TaoFi docs,taofi,official,https://docs.taofi.com/,false,true,
sn-10-taofi-pool,10,sn-10,Swap,website,TaoFi pool,taofi,official,https://www.taofi.com/pool,false,true,
sn-10-taomarketcap-dashboard,10,sn-10,Swap,dashboard,Swap TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/10,false,true,
sn-10-taopedia-article,10,sn-10,Swap,docs,Swap Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_10/index.mdx,false,true,
sn-10-tensorplex-docs,10,sn-10,Swap,docs,Swap Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/10,false,true,
sn-11-backprop-dashboard,11,sn-11,TrajectoryRL,dashboard,TrajectoryRL Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/11-trajectoryrl,false,true,
sn-11-subnetradar-dashboard,11,sn-11,TrajectoryRL,dashboard,TrajectoryRL SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/11,false,true,
sn-11-taomarketcap-dashboard,11,sn-11,TrajectoryRL,dashboard,TrajectoryRL TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/11,false,true,
sn-11-taopedia-article,11,sn-11,TrajectoryRL,docs,TrajectoryRL Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_11/index.mdx,false,true,
sn-11-tensorplex-docs,11,sn-11,TrajectoryRL,docs,TrajectoryRL Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/11,false,true,
sn-11-trajectoryrl-bench,11,sn-11,TrajectoryRL,dashboard,TrajectoryRL benchmark,trajectoryrl,official,https://trajrl.com/bench,false,true,
sn-11-trajectoryrl-docs,11,sn-11,TrajectoryRL,docs,TrajectoryRL docs,trajectoryrl,official,https://trajrl.com/docs,false,true,
sn-11-trajectoryrl-leaderboard,11,sn-11,TrajectoryRL,dashboard,TrajectoryRL leaderboard,trajectoryrl,official,https://trajrl.com/leaderboard,false,true,
sn-11-trajectoryrl-live,11,sn-11,TrajectoryRL,dashboard,TrajectoryRL live,trajectoryrl,official,https://trajrl.com/live,false,true,
sn-11-trajectoryrl-source,11,sn-11,TrajectoryRL,source-repo,TrajectoryRL source repository,trajectoryrl,official,https://github.com/trajectoryRL/trajectoryRL,false,true,
sn-11-trajectoryrl-website,11,sn-11,TrajectoryRL,website,TrajectoryRL website,trajectoryrl,official,https://trajrl.com/,false,true,
sn-11-trajectoryrl-winners,11,sn-11,TrajectoryRL,dashboard,TrajectoryRL winners,trajectoryrl,official,https://trajrl.com/winners,false,true,
sn-12-backprop-dashboard,12,sn-12,Compute Horde,dashboard,Compute Horde Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/12-compute-horde,false,true,
sn-12-compute-horde-grafana,12,sn-12,Compute Horde,dashboard,Compute Horde Grafana dashboard,compute-horde,provider-claimed,https://grafana.bittensor.church/d/subnet/metagraph-subnet?var-subnet=12,false,true,
sn-12-compute-horde-source,12,sn-12,Compute Horde,source-repo,Compute Horde source repository,compute-horde,official,https://github.com/backend-developers-ltd/ComputeHorde,false,true,
sn-12-compute-horde-website,12,sn-12,Compute Horde,website,Compute Horde website,compute-horde,official,https://computehorde.io/,false,true,
sn-12-subnetradar-dashboard,12,sn-12,Compute Horde,dashboard,Compute Horde SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/12,false,true,
sn-12-taomarketcap-dashboard,12,sn-12,Compute Horde,dashboard,Compute Horde TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/12,false,true,
sn-12-taopedia-article,12,sn-12,Compute Horde,docs,Compute Horde Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_12/index.mdx,false,true,
sn-12-tensorplex-docs,12,sn-12,Compute Horde,docs,Compute Horde Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/12,false,true,
community-sn-13-example-github-com,13,sn-13,Data Universe,example,Data Universe community example,macrocosmos,registry-observed,https://github.com/macrocosm-os/macrocosmos-py/blob/main/examples/sn13_on_demand_data.py,false,true,
community-sn-13-sdk-github-com,13,sn-13,Data Universe,sdk,Macrocosmos Python SDK,macrocosmos,registry-observed,https://github.com/macrocosm-os/macrocosmos-py,false,true,
sn-13-backprop-dashboard,13,sn-13,Data Universe,dashboard,Data Universe Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/13-data-universe,false,true,
sn-13-data-universe-gravity-docs,13,sn-13,Data Universe,docs,Gravity docs,macrocosmos,official,https://docs.macrocosmos.ai/product-and-services/gravity,false,true,
sn-13-data-universe-mcp-docs,13,sn-13,Data Universe,docs,Macrocosmos MCP docs,macrocosmos,official,https://docs.macrocosmos.ai/subnets/subnet-13-data-universe/macrocosmos-mcp,false,true,
sn-13-data-universe-source,13,sn-13,Data Universe,source-repo,Data Universe source repository,macrocosmos,official,https://github.com/macrocosm-os/data-universe,false,true,
sn-13-data-universe-website,13,sn-13,Data Universe,website,Data Universe website,macrocosmos,official,https://datauniverse.macrocosmos.ai/,false,true,
sn-13-github-readme-macrocosm-os-data-universe-docs-1,13,sn-13,Data Universe,docs,Data Universe docs,macrocosmos,registry-observed,https://docs.macrocosmos.ai/constellation-user-guides/gravity,false,true,
sn-13-macrocosmos-scrapers-source,13,sn-13,Data Universe,source-repo,Macrocosmos scrapers repository,macrocosmos,official,https://github.com/macrocosm-os/scrapers,false,true,
sn-13-native-chain-website,13,sn-13,Data Universe,website,Data Universe website,macrocosmos,registry-observed,https://www.macrocosmos.ai/gravity,false,true,
sn-13-subnetradar-dashboard,13,sn-13,Data Universe,dashboard,Data Universe SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/13,false,true,
sn-13-taomarketcap-dashboard,13,sn-13,Data Universe,dashboard,Data Universe TaoMarketCap dashboard,taomarketcap,registry-observed,https://taomarketcap.com/subnets/13,false,true,
sn-13-taopedia-article,13,sn-13,Data Universe,docs,Data Universe Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_13/index.mdx,false,true,
sn-13-tensorplex-docs,13,sn-13,Data Universe,docs,Data Universe Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/13,false,true,
sn-13-website-link-www-macrocosmos-ai-docs-2,13,sn-13,Data Universe,docs,Data Universe docs,macrocosmos,registry-observed,https://docs.macrocosmos.ai/,false,true,
community-sn-14-subnet-api-api-cacheon-ai,14,cacheon,Cacheon,subnet-api,Cacheon community subnet-api,cacheon,registry-observed,https://api.cacheon.ai/api/status,false,true,
sn-14-backprop-dashboard,14,cacheon,Cacheon,dashboard,Cacheon Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/14-cacheon,false,true,
sn-14-cacheon-api-contract-docs,14,cacheon,Cacheon,docs,Cacheon miner API contract docs,cacheon,official,https://cacheon.ai/docs/miners/api-contract,false,true,
sn-14-cacheon-docs,14,cacheon,Cacheon,docs,Cacheon docs,cacheon,official,https://cacheon.ai/docs,false,true,
sn-14-cacheon-source-repo,14,cacheon,Cacheon,source-repo,Cacheon source repository,cacheon,official,https://github.com/latent-to/cacheon,false,true,
sn-14-cacheon-website,14,cacheon,Cacheon,website,Cacheon website,cacheon,official,https://cacheon.ai/,false,true,
sn-14-github-readme-latent-to-taohash-dashboard-1,14,cacheon,Cacheon,dashboard,Cacheon dashboard,tensorplex-subnet-docs,registry-observed,https://taohash.com/leaderboard,false,true,
sn-14-subnetradar-dashboard,14,cacheon,Cacheon,dashboard,Cacheon SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/14,false,true,
sn-14-taopedia-article,14,cacheon,Cacheon,docs,Cacheon Taopedia article,taopedia-articles,registry-observed,https://github.com/e35ventura/taopedia-articles/blob/main/content/pages/subnet_14/index.mdx,false,true,
sn-14-tensorplex-docs,14,cacheon,Cacheon,docs,Cacheon Tensorplex subnet docs,tensorplex-subnet-docs,registry-observed,https://github.com/tensorplex-labs/subnet-docs/tree/main/data/14,false,true,
sn-14-website-link-cacheon-ai-docs-3,14,cacheon,Cacheon,docs,Cacheon docs,cacheon,registry-observed,https://cacheon.ai/docs/evaluation/harness,false,true,
sn-15-backprop-dashboard,15,sn-15,ORO,dashboard,ORO Backprop Finance dashboard,backprop-finance,registry-observed,https://backprop.finance/dtao/subnets/15-oro,false,true,
sn-15-github-readme-oro-ai-oro-dashboard-1,15,sn-15,ORO,dashboard,ORO dashboard,oro,registry-observed,https://oroagents.com/,false,true,
sn-15-oro-docs,15,sn-15,ORO,docs,ORO miner quick-start docs,oro,official,https://docs.oroagents.com/docs/miners/quick-start,false,true,
sn-15-oro-source,15,sn-15,ORO,source-repo,ORO source repository,oro,official,https://github.com/ORO-AI/oro,false,true,
sn-15-oro-website,15,sn-15,ORO,website,ORO website,oro,official,https://oroagents.com/,false,true,
sn-15-subnetradar-dashboard,15,sn-15,ORO,dashboard,ORO SubnetRadar dashboard,subnetradar,registry-observed,https://subnetradar.com/subnet/15,false,true,
